# tau                             g2                             stdg2                             g3                             stdg3
3.235294117647059e-07             1.0005123916056382             0.003439838654452905              0.47968817930585944            0.003439838654452905
3.1884057971014496e-07            0.9999768599253634             0.0029835501205372314             0.47391902851673995            0.0029835501205372314
3.142857142857143e-07             1.0003309900433226             0.0028405545971363073             0.4673382086852686             0.0028405545971363073
3.098591549295774e-07             0.9999381855692621             0.002333338706459592              0.4624307546805211             0.002333338706459592
3.0555555555555553e-07            0.9993740823748455             0.003128667631093736              0.4603925162291208             0.003128667631093736
3.013698630136986e-07             0.9996672757107987             0.0033246051496918414             0.4546977890753271             0.0033246051496918414
2.9729729729729727e-07            1.0004608441577354             0.0031437540127813067             0.44899845295381346            0.0031437540127813067
2.933333333333333e-07             0.9993647862866096             0.003035142314398269              0.447699879686565              0.003035142314398269
2.894736842105263e-07             1.0001940165364698             0.00344162270537294               0.4401532064822346             0.00344162270537294
2.857142857142857e-07             1.000019330259816              0.002974266533163762              0.43526567572816444            0.002974266533163762
2.820512820512821e-07             1.0002684401743163             0.003133952712529318              0.4318043057074936             0.003133952712529318
2.7848101265822783e-07            1.0003456822566124             0.003133581453768708              0.4278767718415557             0.003133581453768708
2.75e-07                          1.0000107459886445             0.003052055848993928              0.4246124939212541             0.003052055848993928
2.716049382716049e-07             0.9998276929277596             0.003077226907131857              0.42432584683536007            0.003077226907131857
2.6829268292682924e-07            0.9995929939093625             0.00326786067684473               0.4154404876782904             0.00326786067684473
2.650602409638554e-07             0.9994787003572907             0.003674959421087389              0.41132295369614275            0.003674959421087389
2.619047619047619e-07             0.9997212874271428             0.003765077480565003              0.4088532583380009             0.003765077480565003
2.588235294117647e-07             1.00065171093252               0.0035652761688707256             0.4072707128473358             0.0035652761688707256
2.558139534883721e-07             1.0002727180943902             0.0038693077881061704             0.40587089525770353            0.0038693077881061704
2.528735632183908e-07             0.9996179261286495             0.0033488677519628697             0.40058684955007196            0.0033488677519628697
2.5e-07                           0.9997200168642187             0.0032496844934646113             0.3948888041344335             0.0032496844934646113
2.4719101123595505e-07            0.9996245612911493             0.0038546811200906527             0.3928491970214398             0.0038546811200906527
2.4444444444444445e-07            1.00091711629893               0.0030501518691079606             0.38662162357348345            0.0030501518691079606
2.4175824175824175e-07            0.9996282677830365             0.0034318593062365507             0.38420818201443124            0.0034318593062365507
2.3913043478260866e-07            1.000392809994456              0.003354433699092769              0.385592685274083              0.003354433699092769
2.3655913978494622e-07            1.000093515163092              0.003608911290487201              0.3785478395669977             0.003608911290487201
2.3404255319148931e-07            1.0003425107998043             0.0032801450024262553             0.3778562472053863             0.0032801450024262553
2.3157894736842104e-07            0.9998292233094526             0.0030542715388642517             0.36913077969366               0.0030542715388642517
2.291666666666667e-07             1.0002585898095444             0.004019569549044268              0.36764340073952617            0.004019569549044268
2.268041237113402e-07             1.0011983132099183             0.003456400104243441              0.3616092160369574             0.003456400104243441
2.2448979591836733e-07            1.0003156532369137             0.003875314986373726              0.3634086888864163             0.003875314986373726
2.2222222222222222e-07            0.9999581377121827             0.0043562089302396035             0.36050441392480753            0.0043562089302396035
2.2000000000000004e-07            1.000877219948652              0.003683134475731813              0.3573838045939953             0.003683134475731813
2.1782178217821783e-07            0.9997906319468278             0.003690578508359923              0.3546774520938425             0.003690578508359923
2.156862745098039e-07             1.0007901091430849             0.0038139579263606256             0.35179260875895474            0.0038139579263606256
2.1359223300970874e-07            1.0000226824974996             0.004149715255297266              0.3503827958846893             0.004149715255297266
2.1153846153846152e-07            0.9997511803692588             0.0036165894257785803             0.3465139789005682             0.0036165894257785803
2.0952380952380953e-07            0.9990196094437261             0.0041959036639984855             0.34124583158164606            0.0041959036639984855
2.0754716981132074e-07            0.9998957149528236             0.0034792614914702013             0.34209618832211286            0.0034792614914702013
2.0560747663551403e-07            1.000488995824629              0.0034206011518358157             0.33883465398274426            0.0034206011518358157
2.037037037037037e-07             0.9994962821553764             0.0039710964206466064             0.33574488253838775            0.0039710964206466064
2.0183486238532107e-07            1.0007741311681828             0.003557044386864106              0.33129474253438856            0.003557044386864106
2e-07                             0.99943579816572               0.0036653973823297915             0.3320130617001709             0.0036653973823297915
